team,turnovers,blocks,home_team,home_score,away_team,away_score,completions,total_passes,o_line_scores,o_line_points,o_line_posessions,d_line_scores,d_line_points,d_line_posessions,rz_scores,rz_posessions,huck_completions,huck_attempts,season,is_home_team
Cascades,18,8,SJ,17,SEA,21,262,280,15,19,30,6,23,11,,,,,2017,False
Hustle,19,15,ATL,27,NSH,22,304,323,19,24,32,8,29,15,,,,,2017,True
Nightwatch,23,12,ATL,27,NSH,22,23,46,18,29,35,4,24,12,,,,,2017,False
AlleyCats,30,16,IND,25,MIN,26,223,253,16,29,36,9,27,22,,,,,2017,True
Wind Chill,31,11,IND,25,MIN,26,265,296,15,27,39,11,29,19,,,,,2017,False
Radicals,9,15,CHI,17,MAD,26,267,276,14,19,22,12,28,16,,,,,2017,False
Union,19,8,CHI,17,MAD,26,398,417,13,28,30,4,19,7,,,,,2017,True
Flyers,20,15,NSH,26,RAL,31,273,293,24,28,37,7,33,16,,,,,2017,False
Nightwatch,26,9,NSH,26,RAL,31,251,277,23,33,42,3,28,12,,,,,2017,True
Wind Chill,30,15,PIT,26,MIN,22,216,246,18,28,38,4,24,16,,,,,2017,False
Thunderbirds,26,17,PIT,26,MIN,22,218,244,18,24,36,8,28,20,,,,,2017,True
Nightwatch,34,9,NSH,14,RAL,24,229,263,12,26,40,2,16,9,,,,,2017,True
Flyers,22,18,NSH,14,RAL,24,211,233,12,16,22,12,26,28,,,,,2017,False
Rush,31,20,TOR,28,MTL,20,220,251,13,22,34,15,30,26,,,,,2017,True
Royal,37,12,TOR,28,MTL,20,292,329,13,30,40,7,22,20,,,,,2017,False
Wind Chill,33,29,DET,17,MIN,31,177,210,18,19,31,13,33,35,,,,,2017,False
Mechanix,45,13,DET,17,MIN,31,236,281,16,33,53,1,19,13,,,,,2017,True
Growlers,20,8,SD,19,LA,26,292,312,17,28,33,2,21,8,,,,,2017,True
Aviators,13,7,SD,19,LA,26,300,313,18,21,27,8,28,16,,,,,2017,False
Sol,21,9,AUS,27,JAX,31,275,296,22,33,36,5,29,16,,,,,2017,True
Cannons,18,13,AUS,27,JAX,31,332,350,23,29,39,8,33,12,,,,,2017,False
Cannons,14,7,DAL,27,JAX,28,272,286,21,29,32,7,30,11,,,,,2017,False
Legion,14,7,DAL,27,JAX,28,302,316,21,30,32,6,29,11,,,,,2017,True
Empire,22,15,OTT,20,NY,21,181,203,13,21,30,7,22,16,,,,,2017,False
Outlaws,24,8,OTT,20,NY,21,319,343,13,23,30,7,22,16,,,,,2017,True
Thunderbirds,26,14,PIT,21,CHI,20,288,314,14,22,36,7,23,15,,,,,2017,True
Union,29,14,PIT,21,CHI,20,213,242,16,23,31,4,22,18,,,,,2017,False
Thunderbirds,35,19,DET,14,PIT,22,163,198,10,16,29,12,24,31,,,,,2017,False
Mechanix,43,16,DET,14,PIT,22,254,297,11,24,41,3,16,17,,,,,2017,True
Empire,32,13,MTL,29,NY,20,184,216,16,31,43,4,22,10,,,,,2017,False
Royal,21,15,MTL,29,NY,20,270,291,17,22,28,12,31,26,,,,,2017,True
Radicals,21,23,MAD,21,MIN,13,221,242,12,15,19,9,23,26,,,,,2017,True
Wind Chill,29,7,MAD,21,MIN,13,343,372,11,23,38,2,15,6,,,,,2017,False
AlleyCats,12,10,IND,30,CHI,24,187,199,19,26,29,11,32,15,,,,,2017,True
Union,19,5,IND,30,CHI,24,330,349,18,32,35,6,26,10,,,,,2017,False
Sol,28,16,NSH,21,AUS,27,241,269,18,23,31,9,29,25,,,,,2017,False
Nightwatch,32,15,NSH,21,AUS,27,213,245,16,29,44,5,23,12,,,,,2017,True
Riptide,40,10,SEA,31,VAN,10,262,302,9,33,45,1,12,7,,,,,2017,False
Cascades,19,20,SEA,31,VAN,10,232,251,10,12,17,21,33,36,,,,,2017,True
Phoenix,22,17,PHI,22,OTT,14,237,259,10,16,18,12,24,30,,,,,2017,True
Outlaws,32,15,PHI,22,OTT,14,226,258,11,24,42,3,16,6,,,,,2017,False
Cascades,23,8,SEA,26,LA,29,206,229,19,31,35,7,28,15,,,,,2017,True
Aviators,20,16,SEA,26,LA,29,370,390,18,28,36,11,31,16,,,,,2017,False
Thunderbirds,36,21,PIT,18,IND,16,155,191,11,18,31,7,20,25,,,,,2017,True
AlleyCats,38,14,PIT,18,IND,16,203,241,11,20,38,5,18,18,,,,,2017,False
Union,39,16,CHI,23,DET,16,246,285,12,18,34,11,25,29,,,,,2017,True
Mechanix,44,14,CHI,23,DET,16,239,283,12,25,42,4,18,22,,,,,2017,False
Sol,26,15,AUS,26,ATL,25,321,347,21,28,38,5,28,19,,,,,2017,True
Hustle,29,16,AUS,26,ATL,25,268,297,20,28,39,5,28,16,,,,,2017,False
Spiders,18,13,SJ,29,SF,26,326,344,19,28,29,10,31,22,,,,,2017,True
FlameThrowers,23,13,SJ,29,SF,26,218,241,21,31,43,5,28,8,,,,,2017,False
Phoenix,30,7,DC,25,PHI,17,17,47,15,27,42,2,19,7,,,,,2017,False
Breeze,23,18,DC,25,PHI,17,312,335,14,19,23,11,27,28,,,,,2017,True
Empire,20,15,NY,23,OTT,22,214,234,14,24,29,9,25,17,,,,,2017,True
Outlaws,20,10,NY,23,OTT,22,286,306,15,25,32,7,24,13,,,,,2017,False
Aviators,26,15,VAN,20,LA,21,333,359,12,22,28,9,23,22,,,,,2017,False
Riptide,28,15,VAN,20,LA,21,213,241,13,23,35,7,22,13,,,,,2017,True
Cannons,29,5,RAL,27,JAX,13,294,323,12,29,35,1,15,8,,,,,2017,False
Flyers,14,17,RAL,27,JAX,13,273,287,12,15,22,15,29,22,,,,,2017,True
Mechanix,41,17,MAD,21,DET,9,354,395,8,23,46,1,11,7,,,,,2017,False
Radicals,25,23,MAD,21,DET,9,209,234,9,11,17,12,23,32,,,,,2017,True
Legion,28,10,DAL,21,ATL,19,287,315,15,21,32,6,23,18,,,,,2017,True
Hustle,29,17,DAL,21,ATL,19,237,266,16,23,35,3,21,16,,,,,2017,False
Empire,18,17,NY,27,PHI,14,233,251,12,16,20,15,29,27,,,,,2017,True
Phoenix,29,7,NY,27,PHI,14,211,240,11,29,40,3,16,7,,,,,2017,False
Radicals,26,18,DET,11,MAD,21,223,249,10,13,17,11,23,32,,,,,2017,False
Mechanix,35,9,DET,11,MAD,21,296,331,9,23,42,2,13,6,,,,,2017,True
Breeze,40,21,OTT,13,DC,28,223,263,12,15,28,16,30,41,,,,,2017,False
Outlaws,54,18,OTT,13,DC,28,155,209,11,30,53,2,15,16,,,,,2017,True
Spiders,15,12,SD,24,SJ,28,329,344,22,26,29,6,30,18,,,,,2017,False
Growlers,19,8,SD,24,SJ,28,305,324,20,30,38,4,26,7,,,,,2017,True
FlameThrowers,24,12,TOR,33,SF,27,259,283,21,35,41,6,30,12,,,,,2017,False
Rush,17,14,TOR,33,SF,27,279,296,21,29,34,12,35,19,,,,,2017,True
Riptide,26,13,VAN,19,SEA,24,251,277,15,26,32,4,21,15,,,,,2017,True
Cascades,21,9,VAN,19,SEA,24,259,280,15,21,31,9,26,16,,,,,2017,False
Hustle,18,9,ATL,21,RAL,24,296,314,15,26,29,6,23,13,,,,,2017,True
Flyers,15,7,ATL,21,RAL,24,293,308,16,23,29,8,26,12,,,,,2017,False
Union,29,10,CHI,12,MIN,23,272,301,11,25,36,1,14,7,,,,,2017,True
Wind Chill,18,12,CHI,12,MIN,23,197,215,13,14,20,10,25,23,,,,,2017,False
Thunderbirds,16,8,PIT,21,MAD,22,238,254,17,24,31,4,23,7,,,,,2017,True
Radicals,14,8,PIT,21,MAD,22,308,322,17,23,26,5,24,13,,,,,2017,False
Mechanix,33,9,IND,23,DET,21,185,218,13,26,38,8,23,18,,,,,2017,False
AlleyCats,40,16,IND,23,DET,21,170,210,14,23,38,9,25,27,,,,,2017,True
Breeze,26,10,MTL,27,DC,23,216,242,18,29,40,5,25,11,,,,,2017,False
Royal,22,15,MTL,27,DC,23,281,303,20,25,31,7,29,20,,,,,2017,True
Legion,28,12,DAL,27,AUS,25,229,257,16,27,37,11,29,21,,,,,2017,True
Sol,31,16,DAL,27,AUS,25,244,275,18,29,39,7,27,19,,,,,2017,False
Breeze,20,17,DC,25,TOR,17,245,265,16,19,24,9,27,24,,,,,2017,True
Rush,27,9,DC,25,TOR,17,238,265,16,27,40,1,19,6,,,,,2017,False
Rush,14,13,PHI,28,TOR,35,242,256,21,30,31,14,37,21,,,,,2017,False
Phoenix,21,6,PHI,28,TOR,35,271,292,22,37,43,6,30,7,,,,,2017,True
FlameThrowers,35,23,SF,27,SJ,19,141,176,17,21,32,10,29,33,,,,,2017,True
Spiders,44,15,SF,27,SJ,19,219,263,16,29,50,3,21,15,,,,,2017,False
Cascades,23,5,LA,25,SEA,20,270,293,16,27,37,4,22,7,,,,,2017,False
Aviators,16,12,LA,25,SEA,20,300,316,16,22,25,9,27,19,,,,,2017,True
Royal,27,18,MTL,16,OTT,13,223,250,11,15,26,5,18,20,,,,,2017,True
Outlaws,29,18,MTL,16,OTT,13,161,190,11,18,32,2,15,13,,,,,2017,False
Flyers,14,16,RAL,32,NSH,20,345,359,19,22,26,13,34,23,,,,,2017,True
Nightwatch,23,6,RAL,32,NSH,20,21,44,17,34,40,3,22,6,,,,,2017,False
Radicals,23,15,MIN,22,MAD,23,289,312,13,24,32,10,26,17,,,,,2017,False
Wind Chill,27,14,MIN,22,MAD,23,324,351,14,26,34,8,24,17,,,,,2017,True
Cannons,14,8,JAX,27,ATL,23,358,372,23,25,31,4,29,11,,,,,2017,True
Hustle,17,7,JAX,27,ATL,23,289,306,21,29,36,2,25,8,,,,,2017,False
Cascades,27,5,SD,21,SEA,20,248,275,13,23,31,7,22,19,,,,,2017,False
Growlers,26,10,SD,21,SEA,20,304,330,13,22,32,8,23,17,,,,,2017,True
Cascades,19,7,SEA,19,SD,22,170,189,14,24,28,5,21,11,,,,,2017,True
Growlers,20,14,SEA,19,SD,22,303,323,14,21,29,8,24,15,,,,,2017,False
Thunderbirds,30,17,IND,26,PIT,28,241,271,18,28,42,10,30,19,,,,,2017,False
AlleyCats,33,15,IND,26,PIT,28,209,242,18,30,37,8,28,24,,,,,2017,True
Breeze,20,12,DC,18,NY,17,354,374,11,20,28,7,21,14,,,,,2017,True
Empire,23,12,DC,18,NY,17,287,310,9,21,26,8,20,16,,,,,2017,False
FlameThrowers,24,17,SF,30,LA,24,129,153,20,26,37,10,32,20,,,,,2017,True
Aviators,30,13,SF,30,LA,24,319,349,19,32,42,5,26,14,,,,,2017,False
Hustle,16,10,ATL,27,AUS,24,233,249,20,26,29,7,29,18,,,,,2017,True
Sol,23,4,ATL,27,AUS,24,237,260,19,29,35,5,26,11,,,,,2017,False
Riptide,24,13,VAN,23,SD,25,292,316,19,27,32,4,25,17,,,,,2017,True
Growlers,22,16,VAN,23,SD,25,266,288,18,25,36,7,27,13,,,,,2017,False
Union,22,11,CHI,22,PIT,21,265,287,13,23,30,9,24,17,,,,,2017,True
Thunderbirds,24,7,CHI,22,PIT,21,217,241,14,24,31,7,23,15,,,,,2017,False
Rush,16,12,TOR,33,OTT,23,294,310,20,25,28,13,35,24,,,,,2017,True
Outlaws,26,2,TOR,33,OTT,23,257,283,19,35,44,4,25,7,,,,,2017,False
Aviators,16,7,SJ,23,LA,28,282,298,21,25,34,7,30,12,,,,,2017,False
Spiders,21,9,SJ,23,LA,28,280,301,20,30,34,3,25,12,,,,,2017,True
Cannons,12,6,RAL,27,JAX,26,334,346,19,29,31,7,28,8,,,,,2017,False
Flyers,10,6,RAL,27,JAX,26,227,237,19,28,29,8,29,11,,,,,2017,True
Mechanix,30,9,DET,23,IND,32,264,294,21,35,46,2,25,10,,,,,2017,True
AlleyCats,21,16,DET,23,IND,32,235,256,23,25,33,9,34,22,,,,,2017,False
Breeze,23,10,PHI,22,DC,21,286,309,17,24,34,4,23,12,,,,,2017,False
Phoenix,21,7,PHI,22,DC,21,240,261,19,23,31,3,24,15,,,,,2017,True
Legion,19,13,MAD,17,DAL,23,372,391,13,19,25,10,25,20,,,,,2017,False
Radicals,26,12,MAD,17,DAL,23,218,244,12,25,33,5,19,12,,,,,2017,True
Nightwatch,23,11,NSH,24,AUS,28,295,318,17,30,38,7,26,12,,,,,2017,True
Sol,20,13,NSH,24,AUS,28,108,128,18,26,30,10,30,19,,,,,2017,False
Outlaws,32,8,OTT,22,MTL,31,186,218,19,33,42,3,24,13,,,,,2017,True
Royal,21,17,OTT,22,MTL,31,299,320,18,24,33,13,33,23,,,,,2017,False
Royal,26,15,MTL,23,PHI,21,242,268,14,23,30,9,25,21,,,,,2017,True
Phoenix,28,11,MTL,23,PHI,21,216,244,14,25,36,7,23,14,,,,,2017,False
Union,41,12,MIN,23,CHI,20,269,310,10,25,41,10,22,21,,,,,2017,False
Wind Chill,37,16,MIN,23,CHI,20,194,231,11,22,32,12,25,30,,,,,2017,True
Aviators,16,11,LA,23,SD,24,312,328,17,26,31,6,25,10,,,,,2017,True
Growlers,15,8,LA,23,SD,24,268,283,17,25,28,7,26,13,,,,,2017,False
Thunderbirds,23,13,DET,21,PIT,23,245,268,17,23,33,6,25,17,,,,,2017,False
Mechanix,27,12,DET,21,PIT,23,247,274,15,26,34,6,23,16,,,,,2017,True
Phoenix,29,10,TOR,31,PHI,18,228,257,13,33,40,5,20,8,,,,,2017,False
Rush,15,15,TOR,31,PHI,18,287,302,15,20,23,16,33,27,,,,,2017,True
Cannons,16,10,ATL,20,JAX,23,380,396,16,22,28,7,25,14,,,,,2017,False
Hustle,18,9,ATL,20,JAX,23,215,233,16,25,30,4,22,10,,,,,2017,True
Empire,12,7,NY,25,DC,28,286,298,21,30,31,4,27,9,,,,,2017,True
Breeze,10,6,NY,25,DC,28,281,291,21,27,30,7,30,9,,,,,2017,False
Union,17,10,MAD,21,CHI,20,373,390,15,23,25,5,22,12,,,,,2017,False
Radicals,14,12,MAD,21,CHI,20,257,271,15,22,29,6,23,10,,,,,2017,True
Riptide,36,12,SF,33,VAN,20,248,284,19,35,51,1,22,7,,,,,2017,False
FlameThrowers,23,17,SF,33,VAN,20,229,252,20,22,28,13,35,30,,,,,2017,True
Empire,28,14,NY,16,MTL,19,218,246,12,21,26,4,18,21,,,,,2017,True
Royal,27,11,NY,16,MTL,19,226,253,14,18,35,5,20,12,,,,,2017,False
Union,49,28,CHI,22,DET,12,175,224,11,14,32,11,24,41,,,,,2017,True
Mechanix,58,12,CHI,22,DET,12,203,261,11,24,54,1,15,18,,,,,2017,False
Hustle,32,13,DAL,26,ATL,18,189,221,15,28,41,3,20,12,,,,,2017,False
Legion,24,16,DAL,26,ATL,18,323,347,15,20,27,11,28,25,,,,,2017,True
Spiders,24,14,SJ,19,VAN,18,336,360,12,20,26,7,21,21,,,,,2017,True
Riptide,27,16,SJ,19,VAN,18,206,233,12,21,33,6,20,13,,,,,2017,False
Flyers,20,10,JAX,20,RAL,21,234,254,14,22,28,7,23,15,,,,,2017,False
Cannons,21,8,JAX,20,RAL,21,268,289,14,23,30,6,22,13,,,,,2017,True
Thunderbirds,29,8,MAD,31,PIT,25,295,324,18,33,43,7,27,12,,,,,2017,False
Radicals,22,21,MAD,31,PIT,25,234,256,19,27,32,12,33,24,,,,,2017,True
Breeze,27,17,DC,23,MTL,20,255,282,13,22,32,10,25,22,,,,,2017,True
Royal,32,14,DC,23,MTL,20,195,227,14,25,36,6,22,16,,,,,2017,False
Wind Chill,34,21,MIN,26,DET,17,203,237,12,19,28,14,28,35,,,,,2017,True
Mechanix,43,14,MIN,26,DET,17,260,303,13,29,48,4,19,15,,,,,2017,False
Sol,17,11,AUS,27,ATL,28,355,372,22,30,36,5,29,10,,,,,2017,True
Hustle,15,10,AUS,27,ATL,28,239,254,21,29,33,7,30,13,,,,,2017,False
Phoenix,22,10,MTL,25,PHI,26,254,276,21,28,36,5,28,15,,,,,2017,False
Royal,22,12,MTL,25,PHI,26,255,277,20,28,35,5,27,15,,,,,2017,True
Wind Chill,36,22,DET,19,MIN,22,208,244,14,21,32,8,24,29,,,,,2017,False
Mechanix,40,23,DET,19,MIN,22,193,233,16,25,49,3,21,14,,,,,2017,True
Cascades,27,11,SF,27,SEA,28,240,267,20,29,39,8,30,18,,,,,2017,False
FlameThrowers,29,14,SF,27,SEA,28,259,288,21,30,39,6,29,18,,,,,2017,True
Growlers,24,16,VAN,27,SD,26,315,339,19,30,37,7,28,17,,,,,2017,False
Riptide,23,14,VAN,27,SD,26,240,263,18,28,37,9,30,17,,,,,2017,True
Outlaws,22,13,OTT,25,PHI,21,230,252,15,23,31,10,27,18,,,,,2017,True
Phoenix,27,13,OTT,25,PHI,21,95,122,16,27,35,5,23,15,,,,,2017,False
Nightwatch,31,5,ATL,31,NSH,19,261,292,18,33,42,1,21,10,,,,,2017,False
Hustle,19,15,ATL,31,NSH,19,281,300,18,21,30,13,33,22,,,,,2017,True
Wind Chill,22,13,CHI,17,MIN,20,199,221,13,19,26,7,22,17,,,,,2017,False
Union,27,15,CHI,17,MIN,20,352,379,15,22,35,2,19,12,,,,,2017,True
Radicals,15,14,IND,20,MAD,23,245,260,14,22,26,9,25,14,,,,,2017,False
AlleyCats,19,7,IND,20,MAD,23,259,278,15,25,30,5,22,10,,,,,2017,True
Spiders,22,19,SJ,28,LA,22,277,299,16,24,29,12,30,24,,,,,2017,True
Aviators,27,8,SJ,28,LA,22,266,293,16,30,40,6,24,12,,,,,2017,False
Rush,15,9,TOR,26,DC,20,251,266,15,22,27,11,28,16,,,,,2017,True
Breeze,23,5,TOR,26,DC,20,226,249,17,28,36,3,22,8,,,,,2017,False
Flyers,12,5,RAL,32,DAL,25,296,308,22,27,31,10,34,16,,,,,2017,True
Legion,20,8,RAL,32,DAL,25,304,324,23,34,40,2,27,8,,,,,2017,False
Cannons,19,13,JAX,24,DAL,22,266,285,18,24,29,6,26,17,,,,,2017,True
Legion,21,11,JAX,24,DAL,22,215,236,18,26,35,4,24,10,,,,,2017,False
Aviators,30,14,LA,23,VAN,18,267,297,15,20,31,8,24,24,,,,,2017,True
Riptide,35,20,LA,23,VAN,18,159,194,13,25,40,5,20,16,,,,,2017,False
Rush,36,19,MTL,17,TOR,24,192,228,13,19,36,11,26,27,,,,,2017,False
Royal,44,19,MTL,17,TOR,24,125,169,13,26,40,4,19,22,,,,,2017,True
Nightwatch,48,9,AUS,31,NSH,11,119,167,11,33,53,0,13,8,,,,,2017,False
Sol,28,22,AUS,31,NSH,11,238,266,13,13,21,18,33,40,,,,,2017,True
Riptide,38,12,SD,22,VAN,14,171,209,10,24,43,4,16,11,,,,,2017,False
Growlers,30,25,SD,22,VAN,14,302,332,11,16,23,11,24,30,,,,,2017,True
Outlaws,35,17,OTT,21,TOR,24,165,200,16,26,41,5,23,19,,,,,2017,True
Rush,30,22,OTT,21,TOR,24,235,265,16,23,34,8,26,23,,,,,2017,False
Thunderbirds,32,24,SEA,26,PIT,24,230,262,19,28,41,5,26,17,,,,,2017,False
Cascades,30,15,SEA,26,PIT,24,257,287,18,26,36,8,28,22,,,,,2017,True
Empire,26,13,DC,22,NY,21,230,256,14,24,34,7,23,14,,,,,2017,False
Breeze,24,19,DC,22,NY,21,230,254,14,23,29,8,24,20,,,,,2017,True
Legion,22,17,DAL,32,NSH,23,259,281,22,25,33,10,34,23,,,,,2017,True
Nightwatch,30,10,DAL,32,NSH,23,257,287,22,34,45,1,25,11,,,,,2017,False
Wind Chill,20,9,MIN,28,IND,25,304,324,20,27,33,8,30,16,,,,,2017,True
AlleyCats,22,8,MIN,28,IND,25,196,218,18,30,37,7,27,13,,,,,2017,False
Radicals,17,12,MAD,18,CHI,16,168,185,9,18,23,9,20,16,,,,,2017,True
Union,21,9,MAD,18,CHI,16,452,473,10,20,27,6,18,12,,,,,2017,False
Growlers,29,14,SD,20,SF,21,230,259,11,23,30,9,22,21,,,,,2017,True
FlameThrowers,27,9,SD,20,SF,21,125,152,10,22,31,11,23,18,,,,,2017,False
Phoenix,25,12,PHI,26,OTT,29,256,281,24,31,40,2,28,14,,,,,2017,True
Outlaws,22,11,PHI,26,OTT,29,233,255,24,28,39,5,31,13,,,,,2017,False
Hustle,28,10,ATL,24,DAL,29,236,264,19,31,41,5,26,14,,,,,2017,True
Legion,24,14,ATL,24,DAL,29,271,295,19,26,34,10,31,22,,,,,2017,False
Sol,37,12,JAX,30,AUS,22,233,270,19,32,47,3,24,14,,,,,2017,False
Cannons,29,15,JAX,30,AUS,22,247,276,19,24,34,11,32,27,,,,,2017,True
Riptide,31,17,VAN,22,SJ,28,202,233,19,30,42,3,24,15,,,,,2017,True
Spiders,26,12,VAN,22,SJ,28,310,336,18,24,33,10,30,22,,,,,2017,False
Aviators,24,11,LA,22,SF,26,273,297,17,28,29,5,24,20,,,,,2017,True
FlameThrowers,20,14,LA,22,SF,26,183,203,18,24,38,8,28,10,,,,,2017,False
Empire,26,19,NY,18,PHI,13,211,237,10,15,28,8,20,18,,,,,2017,True
Phoenix,32,10,NY,18,PHI,13,247,279,8,20,28,5,15,18,,,,,2017,False
Outlaws,28,11,DC,29,OTT,24,196,224,18,31,38,6,26,16,,,,,2017,False
Breeze,23,14,DC,29,OTT,24,275,298,19,26,36,10,31,19,,,,,2017,True
Royal,29,16,TOR,19,MTL,22,210,239,13,21,33,9,24,21,,,,,2017,False
Rush,32,12,TOR,19,MTL,22,207,239,11,24,34,8,21,20,,,,,2017,True
Radicals,30,14,MIN,22,MAD,20,199,229,15,24,33,5,22,18,,,,,2017,False
Wind Chill,27,14,MIN,22,MAD,20,375,402,15,22,34,7,24,18,,,,,2017,True
Thunderbirds,22,10,PIT,26,IND,25,265,287,19,27,30,7,28,20,,,,,2017,True
AlleyCats,24,15,PIT,26,IND,25,237,261,20,28,40,5,27,11,,,,,2017,False
Legion,23,21,NSH,8,DAL,27,244,267,10,10,15,17,29,37,,,,,2017,False
Nightwatch,43,10,NSH,8,DAL,27,214,257,8,29,47,0,10,5,,,,,2017,True
Mechanix,24,13,DET,23,CHI,14,225,249,13,17,22,10,26,29,,,,,2017,True
Union,34,11,DET,23,CHI,14,236,270,11,25,42,3,16,8,,,,,2017,False
Flyers,14,9,RAL,28,AUS,23,281,295,18,25,32,10,30,14,,,,,2017,True
Sol,21,4,RAL,28,AUS,23,241,262,20,30,34,3,25,10,,,,,2017,False
Spiders,19,10,SEA,26,SJ,27,364,383,22,28,37,5,29,11,,,,,2017,False
Cascades,21,10,SEA,26,SJ,27,259,280,21,30,35,5,28,14,,,,,2017,True
Royal,37,9,NY,21,MTL,8,240,277,8,23,44,0,10,4,,,,,2017,False
Empire,24,21,NY,21,MTL,8,214,238,10,10,14,11,23,33,,,,,2017,True
Nightwatch,43,8,NSH,11,JAX,14,157,200,8,16,31,3,13,25,,,,,2017,True
Cannons,40,14,NSH,11,JAX,14,224,264,8,13,33,6,16,23,,,,,2017,False
Cascades,17,7,VAN,24,SEA,27,257,274,20,26,30,7,29,16,,,,,2017,False
Riptide,21,11,VAN,24,SEA,27,261,282,19,29,37,5,26,9,,,,,2017,True
Growlers,28,13,SF,28,SD,19,201,229,17,30,39,2,21,10,,,,,2017,False
FlameThrowers,19,13,SF,28,SD,19,327,346,16,21,27,12,30,21,,,,,2017,True
Phoenix,30,18,PHI,23,MTL,24,250,280,16,27,39,7,26,17,,,,,2017,True
Royal,28,22,PHI,23,MTL,24,339,367,18,26,37,6,27,19,,,,,2017,False
Hustle,20,11,ATL,25,JAX,27,262,282,20,29,34,5,27,15,,,,,2017,True
Cannons,19,3,ATL,25,JAX,27,268,287,21,27,36,6,29,12,,,,,2017,False
AlleyCats,34,14,MIN,26,IND,16,208,242,13,28,45,3,18,8,,,,,2017,False
Wind Chill,25,21,MIN,26,IND,16,255,280,12,18,21,14,28,32,,,,,2017,True
Breeze,32,14,RAL,23,DC,21,206,238,14,26,41,7,23,15,,,,,2017,False
Flyers,28,19,RAL,23,DC,21,336,364,15,23,30,8,26,26,,,,,2017,True
Legion,22,17,AUS,24,DAL,30,197,219,20,26,37,10,32,19,,,,,2017,False
Sol,27,9,AUS,24,DAL,30,332,359,19,32,38,5,26,16,,,,,2017,True
Union,25,5,PIT,30,CHI,22,274,299,18,33,41,4,24,8,,,,,2017,False
Thunderbirds,16,14,PIT,30,CHI,22,224,240,19,24,28,11,31,20,,,,,2017,True
Growlers,18,4,SJ,30,SD,25,247,265,19,32,37,6,27,8,,,,,2017,False
Spiders,13,12,SJ,30,SD,25,339,352,20,27,29,10,32,16,,,,,2017,True
Cannons,26,5,JAX,18,RAL,25,278,304,15,27,32,3,20,13,,,,,2017,True
Flyers,17,18,JAX,18,RAL,25,237,254,14,20,29,11,27,17,,,,,2017,False
Hustle,15,12,NSH,27,ATL,37,270,285,28,29,38,9,39,17,,,,,2017,False
Nightwatch,26,4,NSH,27,ATL,37,297,323,26,39,44,1,29,10,,,,,2017,True
Riptide,30,7,LA,21,VAN,18,209,239,13,23,35,5,20,14,,,,,2017,False
Aviators,26,18,LA,21,VAN,18,291,317,13,19,28,8,23,21,,,,,2017,True
Breeze,17,16,DC,32,TOR,21,221,238,21,23,27,11,34,25,,,,,2017,True
Rush,29,5,DC,32,TOR,21,278,307,19,34,45,2,23,6,,,,,2017,False
Flyers,62,18,DAL,33,RAL,18,139,201,18,35,71,0,20,11,,,,,2017,False
Legion,48,26,DAL,33,RAL,18,235,283,17,20,31,16,35,53,,,,,2017,True
Rush,26,17,NY,17,TOR,22,256,282,13,19,28,9,24,24,,,,,2017,False
Empire,33,14,NY,17,TOR,22,173,206,14,23,36,3,20,13,,,,,2017,True
FlameThrowers,22,12,SJ,24,SF,22,225,247,17,26,35,5,24,12,,,,,2017,False
Spiders,19,12,SJ,24,SF,22,326,345,16,24,29,8,26,17,,,,,2017,True
Sol,32,10,AUS,19,RAL,26,272,304,14,28,44,5,21,10,,,,,2017,True
Flyers,25,17,AUS,19,RAL,26,211,236,15,21,25,11,28,29,,,,,2017,False
Mechanix,32,16,IND,25,DET,15,257,289,12,27,39,3,17,11,,,,,2017,False
AlleyCats,23,19,IND,25,DET,15,224,247,12,17,24,13,27,25,,,,,2017,True
AlleyCats,25,9,IND,19,MAD,24,214,239,15,26,38,4,21,8,,,,,2017,True
Radicals,20,12,IND,19,MAD,24,300,320,16,21,24,8,26,22,,,,,2017,False
Cascades,19,15,SEA,29,VAN,18,298,317,18,20,27,11,31,21,,,,,2017,True
Riptide,28,12,SEA,29,VAN,18,208,236,18,31,40,0,20,7,,,,,2017,False
Spiders,20,10,SF,34,SJ,29,331,351,27,36,41,2,31,10,,,,,2017,False
FlameThrowers,14,12,SF,34,SJ,29,244,258,26,31,38,8,36,13,,,,,2017,True
Nightwatch,32,10,JAX,40,NSH,23,264,296,21,42,48,2,25,9,,,,,2017,False
Cannons,13,13,JAX,40,NSH,23,227,240,23,25,32,17,42,24,,,,,2017,True
Aviators,13,9,SD,26,LA,31,323,336,20,28,32,11,33,14,,,,,2017,False
Growlers,19,7,SD,26,LA,31,241,260,20,33,36,6,28,12,,,,,2017,True
Sol,28,11,DAL,21,AUS,17,249,277,15,23,34,2,19,14,,,,,2017,False
Legion,25,13,DAL,21,AUS,17,240,265,15,19,29,6,23,18,,,,,2017,True
Flyers,16,14,RAL,27,ATL,19,333,349,16,21,28,11,29,17,,,,,2017,True
Hustle,22,11,RAL,27,ATL,19,249,271,16,29,34,3,21,11,,,,,2017,False
Legion,17,6,MAD,20,DAL,16,336,353,14,22,28,2,18,8,,,,,2018,False
Radicals,14,11,MAD,20,DAL,16,194,208,14,18,23,6,22,13,,,,,2018,True
Empire,16,9,DAL,32,NY,30,240,256,24,34,38,6,32,9,,,,,2018,False
Legion,12,9,DAL,32,NY,30,285,297,24,32,34,8,34,14,,,,,2018,True
